league,team_id,team,player_id,player,position_id,position,status,injury_id,date,short_description,injury_type,injury_location,injury_detail,injury_side,return_date
mlb,27,Colorado Rockies,id,Case Williams,15,SP,Day-To-Day,-138431,2025-02-26T19:31Z,"Williams is currently slowed by a stress reaction in his right triceps, Thomas Harding of MLB.com reports.",Triceps,,Soreness,Right,2025-05-17
mlb,6,Detroit Tigers,id,Jake Rogers,2,C,10-Day-IL,962429,2025-05-12T22:02Z,"Rogers (oblique) could be ready to head out on a minor-league rehab assignment at some point this week, MLB.com reports.",Oblique,,Strain,Left,2025-05-19
mlb,6,Detroit Tigers,id,Wenceel Perez,9,RF,60-Day-IL,962387,2025-05-12T19:45Z,"Perez (back) said Monday that he's scheduled to begin a rehab assignment with High-A West Michigan on Thursday, Evan Woodbery of MLive.com reports.",Back,,Inflammation,Not Specified,2025-05-26
mlb,6,Detroit Tigers,id,Matt Vierling,8,CF,10-Day-IL,962382,2025-05-12T18:54Z,Vierling (shoulder) played six innings in right field and went 0-for-3 in his rehab game with Triple-A Toledo on Sunday.,Shoulder,,Strain,Right,2025-05-19
mlb,6,Detroit Tigers,id,Parker Meadows,8,CF,60-Day-IL,962377,2025-05-12T18:43Z,"Meadows (upper arm) threw out to approximately 70 feet Monday, Chris McCosky of The Detroit News reports.",Arm,,Inflammation,Right,2025-05-26
mlb,6,Detroit Tigers,id,Casey Mize,15,SP,15-Day-IL,962015,2025-05-10T19:58Z,"Mize was placed on the injured list Saturday due to a left hamstring strain, Evan Woodbery of MLive.com reports.",Hamstring,,Strain,Left,2025-05-24
mlb,6,Detroit Tigers,id,Alex Cobb,15,SP,15-Day-IL,961784,2025-05-09T17:19Z,"Cobb (hip) looked uncomfortable covering first base during a live batting practice session Friday, Chris McCosky of The Detroit News reports.",Hip,,Inflammation,Right,2025-06-01
mlb,6,Detroit Tigers,id,Sawyer Gipson-Long,15,SP,60-Day-IL,961551,2025-05-07T23:43Z,"Gipson-Long (elbow) will begin a rehab assignment at Single-A Lakeland on Thursday, Evan Woodbery of MLive.com reports.",Elbow,,Surgery,Right,2025-07-01
mlb,6,Detroit Tigers,id,Wilmer Flores,15,SP,Day-To-Day,956035,2025-04-09T16:05Z,"The Tigers announced Wednesday that Flores (shoulder) is playing catch daily but has yet to advance to completing bullpen sessions in his throwing program, Cody Stavenhagen of The Athletic reports.",Shoulder,,Inflammation,Right,2025-05-15
mlb,6,Detroit Tigers,id,Alex Lange,0,RP,60-Day-IL,955792,2025-04-08T15:52Z,"The Tigers announced Tuesday that Lange (lat) has been shut down from throwing temporarily and will complete a period of rest after he recently experienced increased upper-arm inflammation, Evan Woodbery of MLive.com reports.",Lat,,Surgery,Right,2025-06-01
mlb,6,Detroit Tigers,id,Ty Madden,15,SP,60-Day-IL,955790,2025-04-08T15:46Z,"Madden (shoulder) is scheduled to throw a bullpen session Wednesday, Evan Woodbery of MLive.com reports.",Shoulder,,Strain,Right,2025-05-26
mlb,6,Detroit Tigers,id,Jose Urquidy,15,SP,60-Day-IL,955788,2025-04-08T15:38Z,"The Tigers announced Tuesday that Urquidy (elbow) has been playing catch out to 120 feet three times per week as he continues his rehab program from Tommy John surgery, Evan Woodbery of MLive.com reports.",Elbow,,Surgery,Right,2025-07-20
mlb,18,Houston Astros,id,Yordan Alvarez,7,LF,10-Day-IL,962414,2025-05-12T21:26Z,"Alvarez (hand) hit in the batting cage prior to Monday's game against the Royals, Chandler Rome of The Athletic reports.",Hand,,Strain,Right,2025-05-15
mlb,18,Houston Astros,id,Miguel Palma,2,C,Day-To-Day,-150648,2025-05-11T05:00Z,no,Undisclosed,,,,2025-05-18
mlb,18,Houston Astros,id,Hayden Wesneski,15,SP,15-Day-IL,962021,2025-05-10T20:33Z,"Wesneski underwent an MRI on Saturday that showed inflammation in his elbow, Matt Kawahara of the Houston Chronicle reports.",Elbow,,Soreness,Right,2025-05-22
mlb,18,Houston Astros,id,Cristian Javier,15,SP,60-Day-IL,961848,2025-05-09T21:34Z,"Javier (elbow) threw a 15-pitch bullpen session Friday, Chandler Rome of The Athletic reports.",Elbow,,Surgery,Right,2025-07-20
mlb,18,Houston Astros,id,Spencer Arrighetti,15,SP,15-Day-IL,959646,2025-04-28T21:15Z,"Arrighetti got imaging on his fractured right thumb Monday that showed the bone is healing properly, Will Kunkel of FOX 26 Houston reports.",Thumb,,Fracture,Right,2025-05-20
mlb,18,Houston Astros,id,Forrest Whitley,0,RP,15-Day-IL,959432,2025-04-27T18:09Z,"Whitley was placed on the 15-day injured list Sunday due to a left knee sprain, Julia Morales of AT&amp;T SportsNet Southwest reports.",Knee,,Sprain,Left,2025-05-22
mlb,18,Houston Astros,id,Luis Garcia,15,SP,60-Day-IL,958491,2025-04-22T19:47Z,"Garcia (elbow) played catch at Daikin Park on Tuesday, Chandler Rome of The Athletic reports.",Elbow,,Surgery,Right,2025-06-01
mlb,18,Houston Astros,id,Pedro Leon,9,RF,10-Day-IL,956929,2025-04-14T14:44Z,"Leon (knee) is expected to be ready to begin a rehab assignment with Triple-A Sugar Land in late April, Francys Romero of BeisbolFR.com reports.",Knee,,Sprain,Left,2025-05-16
mlb,18,Houston Astros,id,Ray Gaither,15,SP,Day-To-Day,-143438,2025-03-30T06:13Z,no,Undisclosed,,Not Specified,Not Specified,2025-05-17
mlb,18,Houston Astros,id,J.P. France,15,SP,60-Day-IL,953611,2025-03-27T18:17Z,"The Astros placed France (shoulder) on the 60-day injured list Thursday, Brian McTaggart of MLB.com reports.",Shoulder,,Surgery,Right,2025-08-01
mlb,18,Houston Astros,id,Taylor Trammell,7,LF,10-Day-IL,953602,2025-03-27T18:04Z,"The Astros placed Trammell (calf) on the 10-day injured list Thursday, Brian McTaggart of MLB.com reports.",Calf,,Strain,Right,2025-05-17
mlb,18,Houston Astros,id,Glenn Otto,0,RP,Day-To-Day,-138535,2025-02-27T14:23Z,"The Astros reassigned Otto (shoulder) and Ray Gaither (shoulder) to minor-league camp Tuesday, Chandler Rome of The Athletic reports.",Shoulder,,Not Specified,Right,2025-05-17
mlb,7,Kansas City Royals,id,Sam Long,0,RP,15-Day-IL,961904,2025-05-10T05:21Z,"Long (elbow) threw a bullpen session on May 8 at 85 percent intensity and has another bullpen session scheduled for May 11, MLB.com reports.",Elbow,,Inflammation,Left,2025-05-30
mlb,7,Kansas City Royals,id,Kyle Wright,15,SP,15-Day-IL,961813,2025-05-09T20:01Z,Wright has been pulled off his rehab assignment due to right shoulder fatigue.,Shoulder,,Surgery,Right,2025-06-01
mlb,7,Kansas City Royals,id,Anthony Simonelli,15,SP,Day-To-Day,-150275,2025-05-08T18:27Z,,Undisclosed,,,,2025-05-16
mlb,7,Kansas City Royals,id,Hunter Harvey,0,RP,15-Day-IL,961536,2025-05-07T21:43Z,"Harvey (shoulder) came away from his most recent live batting practice session Tuesday with a bit of soreness, Anne Rogers of MLB.com reports.",Shoulder,,,Right,2025-05-16
mlb,7,Kansas City Royals,id,Steven Zobac,99,UN,Day-To-Day,-149904,2025-05-07T02:22Z,,Knee,,Tendinitis,Right,2025-05-18
mlb,7,Kansas City Royals,id,Alec Marsh,15,SP,60-Day-IL,-149184,2025-05-02T20:36Z,"Marsh (shoulder) started a new throwing program on April 25, MLB.com reports.",Shoulder,,Pinched Nerve,Right,2025-05-30
mlb,7,Kansas City Royals,id,James McArthur,0,RP,60-Day-IL,-148992,2025-05-01T15:17Z,"McArthur (elbow) continues to rehab in Kansas City but hasn't progressed quickly and is not throwing yet, MLB.com reports.",Elbow,,Surgery,Right,2025-07-18
mlb,7,Kansas City Royals,id,Dairon Blanco,7,LF,10-Day-IL,960170,2025-05-01T06:36Z,Blanco (Achilles) went 1-for-3 in his first rehab game Tuesday for Triple-A Omaha.,Achilles,,Tendinitis,Right,2025-05-13
mlb,7,Kansas City Royals,id,Blake Mitchell,2,C,Day-To-Day,959157,2025-04-26T08:56Z,"Mitchell (wrist) has started playing in extended spring training games, MLB.com reports.",Wrist,,Fracture,Right,2025-05-13
mlb,3,Los Angeles Angels,id,George Klassen,15,SP,Day-To-Day,962436,2025-05-12T22:39Z,"Klassen is awake and alert after taking a line drive to the head while pitching at Double-A Rocket City on Sunday, Sam Blum of The Athletic reports.",Head,,,,2025-05-16
mlb,3,Los Angeles Angels,id,Mike Trout,9,RF,10-Day-IL,962434,2025-05-12T22:36Z,"Trout (knee) will run on an anti-gravity treadmill Monday, Erica Weston of Bally Sports West reports.",Knee,,Bruise,Left,2025-05-19
mlb,3,Los Angeles Angels,id,Robert Stephenson,0,RP,60-Day-IL,962076,2025-05-11T04:26Z,"Stephenson (elbow) progressed to facing live hitters Saturday, per MLB.com.",Elbow,,Surgery,Right,2025-06-01
mlb,3,Los Angeles Angels,id,Sam Bachman,0,RP,15-Day-IL,961896,2025-05-10T04:44Z,"Bachman (shoulder) began a minor-league rehab assignment with Single-A Inland Empire on Tuesday, striking out two batters in a perfect inning of work.",Shoulder,,Not Specified,Right,2025-05-26
mlb,3,Los Angeles Angels,id,Ben Joyce,0,RP,60-Day-IL,-150445,2025-05-09T21:22Z,"Joyce (shoulder) said Friday that he's no longer throwing but will try again next week, Jeff Fletcher of The Orange County Register reports.",Shoulder,,Inflammation,Right,2025-06-10
mlb,3,Los Angeles Angels,id,Gustavo Campero,9,RF,10-Day-IL,961836,2025-05-09T21:06Z,"The Angles placed Campero on the 10-day injured list Friday, retroactive to May 7, due to left ankle inflammation.",Ankle,,Soreness,Left,2025-05-17
mlb,3,Los Angeles Angels,id,Garrett McDaniels,0,RP,15-Day-IL,960704,2025-05-04T00:13Z,"The Angels placed McDaniels on the 15-day injured list Saturday due to left biceps tendinitis, retroactive to May 2.",Biceps,,Tendinitis,Left,2025-05-17
mlb,3,Los Angeles Angels,id,Angel Felipe,0,RP,Day-To-Day,-143474,2025-03-30T06:28Z,"Felipe signed a minor-league contract with the Angels on Wednesday, Taylor Blake Ward of TheSportingTribune.com reports.",Elbow,,Surgery,Right,2025-07-01
mlb,3,Los Angeles Angels,id,Anthony Rendon,5,3B,60-Day-IL,-137647,2025-02-15T21:35Z,"The Angels placed Rendon (hip) on the 60-day injured list Saturday, Jeff Fletcher of The Orange County Register reports.",Hip,,Surgery,Not Specified,2025-07-01
mlb,19,Los Angeles Dodgers,id,Michael Kopech,0,RP,60-Day-IL,962341,2025-05-12T13:26Z,Kopech (shoulder) struck out two batters and gave up one hit and no walks over a scoreless inning of relief in his second rehab appearance Sunday with Triple-A Oklahoma City.,Shoulder,,Pinched Nerve,Right,2025-05-18
mlb,19,Los Angeles Dodgers,id,Blake Snell,15,SP,15-Day-IL,962288,2025-05-12T02:59Z,"Dodgers manager Dave Roberts said that Snell is still dealing with some discomfort in his left shoulder and wasn't able to resume playing catch Sunday as planned, Sonja Chen of MLB.com reports.",Shoulder,,Inflammation,Left,2025-05-30
mlb,19,Los Angeles Dodgers,id,Tyler Glasnow,15,SP,15-Day-IL,962287,2025-05-12T02:52Z,"Dodgers manager Dave Roberts confirmed Sunday that Glasnow (shoulder) resumed playing catch, Sonja Chen of MLB.com reports.",Shoulder,,Inflammation,Right,2025-05-23
mlb,19,Los Angeles Dodgers,id,Clayton Kershaw,15,SP,60-Day-IL,962250,2025-05-11T22:19Z,Kershaw (toe/knee) allowed two earned runs on two hits and two walks while striking out two batters over four innings in his rehab start Sunday with Triple-A Oklahoma City.,Toe,,Surgery,Left,2025-05-18
mlb,19,Los Angeles Dodgers,id,Teoscar Hernandez,9,RF,10-Day-IL,962073,2025-05-11T04:10Z,"Hernandez (adductor) has been hitting in the cage and is slated to take live at-bats during the Dodgers' next homestand, which begins Tuesday, per MLB.com.",Groin,,Strain,Left,2025-05-21
mlb,19,Los Angeles Dodgers,id,River Ryan,15,SP,60-Day-IL,962059,2025-05-11T03:14Z,"Ryan (elbow) has resumed throwing off a mound but hasn't yet progressed to full bullpen sessions, per MLB.com.",Elbow,,Surgery,Right,2025-09-18
mlb,19,Los Angeles Dodgers,id,Kyle Hurt,0,RP,60-Day-IL,962055,2025-05-11T03:09Z,"Hurt (elbow) has resumed throwing off a mound but hasn't yet progressed to full bullpen sessions, per MLB.com.",Elbow,,Surgery,Right,2025-09-02
mlb,19,Los Angeles Dodgers,id,Tommy Edman,4,2B,10-Day-IL,961870,2025-05-10T00:01Z,"Edman (ankle) has experienced discomfort when running in a straight line, but he is scheduled to participate in live at-bats next week, Fabian Ardaya of The Athletic reports.",Ankle,,,Right,2025-05-16
mlb,19,Los Angeles Dodgers,id,Evan Phillips,0,RP,15-Day-IL,961868,2025-05-09T23:52Z,"Manager Dave Roberts said Friday that Phillips will be shut down from throwing for two weeks after MRI results revealed inflammation in his right elbow, Fabian Ardaya of The Athletic reports.",Elbow,,Inflammation,Right,2025-06-06
mlb,19,Los Angeles Dodgers,id,Emmet Sheehan,15,SP,60-Day-IL,961712,2025-05-09T00:47Z,"Sheehan (elbow) threw around 40 pitches in a simulated game Thursday, Sonja Chen of MLB.com reports.",Elbow,,Surgery,Right,2025-07-01
mlb,19,Los Angeles Dodgers,id,Blake Treinen,0,RP,60-Day-IL,-149054,2025-05-01T20:36Z,"Treinen (forearm) has not yet been cleared to resume throwing, Matthew Moreno of DodgerBlue.com reports.",Forearm,,Sprain,Right,2025-06-18
mlb,19,Los Angeles Dodgers,id,Edgardo Henriquez,15,SP,60-Day-IL,957803,2025-04-18T22:29Z,"The Dodgers transferred Henriquez (foot) to the 60-day injured list Friday, Bill Plunkett of The Orange County Register reports.",Foot,,Fracture,Left,2025-05-24
mlb,19,Los Angeles Dodgers,id,Giovanny Gallegos,0,RP,Day-To-Day,-143466,2025-03-30T06:25Z,Gallegos was reassigned to minor-league camp by the Dodgers on Tuesday.,Undisclosed,,,,2025-05-31
mlb,19,Los Angeles Dodgers,id,Michael Grove,0,RP,60-Day-IL,952415,2025-03-18T03:09Z,"Grove (shoulder) was placed on the 60-day injured list Monday, Sonja Chen of MLB.com reports.",Shoulder,,Surgery,Right,2026-02-01
mlb,19,Los Angeles Dodgers,id,Brusdar Graterol,0,RP,60-Day-IL,952413,2025-03-18T02:56Z,"Graterol (shoulder) was placed on the 60-day injured list Monday, Sonja Chen of MLB.com reports.",Shoulder,,Surgery,Right,2025-07-18
mlb,19,Los Angeles Dodgers,id,Gavin Stone,15,SP,60-Day-IL,-137497,2025-02-12T00:34Z,"Stone (shoulder) was placed on the 60-day injured list by the Dodgers on Tuesday, Bill Plunkett of The Orange County Register reports.",Shoulder,,Surgery,Right,2026-02-01
mlb,28,Miami Marlins,id,Dane Myers,8,CF,10-Day-IL,-150949,2025-05-12T19:45Z,The Marlins placed Myers on the 10-day injured list Monday due to a right oblique strain.,Oblique,,Strain,Right,2025-05-21
mlb,28,Miami Marlins,id,Ryan Weathers,15,SP,15-Day-IL,961856,2025-05-09T22:02Z,"Weathers (forearm) is expected to start Wednesday's game against the Cubs, Christina De Nicola of MLB.com reports.",Forearm,,Strain,Left,2025-05-14
mlb,28,Miami Marlins,id,Otto Lopez,4,2B,10-Day-IL,960885,2025-05-04T20:59Z,"Lopez (ankle) said after Sunday's 3-2 loss to the Athletics that he expects to miss around 2-to-3 weeks, Daniel Alvarez-Montes of ElExtraBase.com reports.",Ankle,,Sprain,Right,2025-05-19
mlb,28,Miami Marlins,id,Eury Perez,15,SP,60-Day-IL,960464,2025-05-02T19:58Z,"Perez (elbow) said the plan is to make a total of eight rehab starts in his continued recovery from Tommy John surgery, Christina De Nicola of MLB.com reports.",Elbow,,Surgery,Right,2025-06-06
mlb,28,Miami Marlins,id,Griffin Conine,7,LF,60-Day-IL,959971,2025-04-30T14:38Z,"Conine is expected to miss the remainder of the 2025 season after undergoing surgery Tuesday to repair a dislocated left shoulder, Barry Jackson of the Miami Herald reports.",Shoulder,,Surgery,Left,2026-02-01
mlb,28,Miami Marlins,id,Rob Brantly,2,C,10-Day-IL,-147143,2025-04-21T17:21Z,Brantly went 3-for-3 with an RBI in Thursday's loss to the Diamondbacks.,Lat,,Strain,Right,2025-05-17
mlb,28,Miami Marlins,id,Woo-Suk Go,0,RP,Day-To-Day,-146409,2025-04-16T19:28Z,"Go has been diagnosed with a fractured right index finger, Christina De Nicola of MLB.com reports.",Finger,,Fracture,Right,2025-05-14
mlb,28,Miami Marlins,id,Declan Cronin,0,RP,15-Day-IL,956264,2025-04-10T18:28Z,"Cronin (hip) will begin a rehab assignment with Triple-A Jacksonville on Thursday, Christina De Nicola of MLB.com reports.",Hip,,Strain,Left,2025-05-16
mlb,28,Miami Marlins,id,Andrew Nardi,0,RP,60-Day-IL,954368,2025-03-31T19:52Z,"Nardi (back) began a throwing program Monday, Kevin Barral of FishonFirst.com reports.",Back,,Inflammation,Not Specified,2025-05-26
mlb,28,Miami Marlins,id,Braxton Garrett,15,SP,60-Day-IL,-137519,2025-02-12T19:06Z,"The Marlins and Garrett (elbow) avoided arbitration by agreeing to a one-year contract Thursday, Christina De Nicola of MLB.com reports.",Elbow,,Surgery,Left,2026-04-01
mlb,8,Milwaukee Brewers,id,Jose Quintana,15,SP,Day-To-Day,-151034,2025-05-12T23:11Z,"Quintana (shoulder) said Monday that he's feeling better and plans to throw a bullpen session Wednesday ahead of Friday's scheduled start versus the Twins, Sophia Minnaert of FanDuel Sports Network Wisconsin reports.",Shoulder,,Soreness,Left,2025-05-16
mlb,8,Milwaukee Brewers,id,Brandon Woodruff,15,SP,15-Day-IL,962394,2025-05-12T20:26Z,"Woodruff (shoulder) won't be reinstated from the 15-day injured list this week as initially hoped after experiencing right ankle tendinitis during his rehab start Sunday with Triple-A Nashville, Adam McCalvy of MLB.com reports.",Ankle,,Tendinitis,Right,2025-05-26
mlb,8,Milwaukee Brewers,id,Aaron Ashby,0,RP,15-Day-IL,961847,2025-05-09T21:33Z,"Ashby (oblique) will move his rehab assignment to Triple-A Nashville on Sunday, Todd Rosiak of the Milwaukee Journal Sentinel reports.",Oblique,,Strain,Right,2025-05-26
mlb,8,Milwaukee Brewers,id,DL Hall,15,SP,60-Day-IL,961843,2025-05-09T21:20Z,"Hall (lat) will continue his rehab assignment with Triple-A Nashville on Wednesday, Todd Rosiak of the Milwaukee Journal Sentinel reports.",Lat,,Strain,Left,2025-05-26
mlb,8,Milwaukee Brewers,id,Aaron Civale,15,SP,15-Day-IL,961774,2025-05-09T15:25Z,Civale (hamstring) allowed one hit and one walk over four scoreless innings in his first rehab start with Triple-A Nashville on Thursday.,Hamstring,,Strain,Left,2025-05-18
mlb,8,Milwaukee Brewers,id,Blake Perkins,8,CF,60-Day-IL,-148097,2025-04-26T16:24Z,The Brewers transferred Perkins (shin) to the 60-day injured list Saturday.,Lower Leg,,Fracture,Right,2025-05-26
mlb,8,Milwaukee Brewers,id,Garrett Mitchell,8,CF,10-Day-IL,-148094,2025-04-26T16:18Z,The Brewers placed Mitchell on the 10-day injured list Saturday with a left oblique strain.,Oblique,,Strain,Left,2025-05-19
mlb,8,Milwaukee Brewers,id,Connor Thomas,0,RP,15-Day-IL,958912,2025-04-24T19:41Z,"Thomas received an anti-inflammatory injection April 16 in an effort to calm irritation in his left elbow, MLB.com reports.",Elbow,,Soreness,Left,2025-05-26
mlb,8,Milwaukee Brewers,id,Nestor Cortes,15,SP,60-Day-IL,958378,2025-04-21T23:03Z,The Brewers transferred Cortes (elbow) to the 60-day injured list Monday.,Elbow,,Strain,Left,2025-06-06
mlb,8,Milwaukee Brewers,id,J.B. Bukauskas,0,RP,Day-To-Day,-143105,2025-03-27T20:35Z,"Bukauskas will undergo surgery on his injured right lat and be sidelined for 9-to-10 months, Todd Rosiak of the Milwaukee Journal Sentinel reports.",Lat,,Surgery,Right,2026-02-01
mlb,8,Milwaukee Brewers,id,Thomas Pannone,0,RP,Day-To-Day,-143084,2025-03-27T20:20Z,"Pannone was diagnosed with a torn flexor tendon in his left forearm Saturday, Adam McCalvy of MLB.com reports.",Forearm,,Strain,Left,2025-06-02
mlb,8,Milwaukee Brewers,id,Robert Gasser,15,SP,60-Day-IL,952614,2025-03-19T18:37Z,"Gasser (elbow) has advanced his throwing program to flat-ground throws from 120 feet, Adam McCalvy of MLB.com reports.",Elbow,,Surgery,Left,2025-09-01
mlb,9,Minnesota Twins,id,Michael Tonkin,0,RP,15-Day-IL,962286,2025-05-12T02:47Z,"Tonkin (shoulder) has developed biceps tendinitis during his rehab assignment and will receive an injection, MLB.com reports.",Biceps,,Tendinitis,Right,2025-07-18
mlb,9,Minnesota Twins,id,Matt Wallner,9,RF,10-Day-IL,962100,2025-05-11T05:45Z,"Wallner (hamstring) has started up a running program that includes turns, and he's also taking batting practice, MLB.com reports.",Hamstring,,Strain,Left,2025-06-10
mlb,9,Minnesota Twins,id,Armando Alvarez,5,3B,Day-To-Day,-150049,2025-05-07T16:14Z,Alvarez signed a minor-league contract with the Twins on Jan. 2.,Ankle,,Sprain,Left,2025-05-13
mlb,9,Minnesota Twins,id,Luke Keaschall,4,2B,10-Day-IL,959711,2025-04-29T03:27Z,"Keaschall may not need surgery on his fractured right ulna bone, but is still expected to miss two months or more, the Minnesota Star Tribune reports. ""It's probably going to be a couple months before he's back into playing games,"" said Twins head athletic trainer Nick Paparesta.",Forearm,,Fracture,Right,2025-07-04
mlb,9,Minnesota Twins,id,Yunior Severino,3,1B,Day-To-Day,-148139,2025-04-26T21:31Z,The Twins re-signed Severino to a minor-league contract Monday.,Hamstring,,Not Specified,Not Specified,2025-05-12
mlb,9,Minnesota Twins,id,Erasmo Ramirez,0,RP,Day-To-Day,-143098,2025-03-27T20:29Z,"The Twins reassigned Ramirez (shoulder) to minor-league camp Sunday, Phil Miller of The Minnesota Star Tribune reports.",Shoulder,,Strain,Right,2025-06-01
mlb,9,Minnesota Twins,id,Daniel Duarte,0,RP,Day-To-Day,-143079,2025-03-27T20:17Z,The Twins re-signed Duarte (elbow) to a minor-league contract on Nov. 6.,Elbow,,Surgery,Right,2025-08-01
mlb,21,New York Mets,id,Ronny Mauricio,6,SS,10-Day-IL,962325,2025-05-12T12:24Z,Mauricio (knee) had his rehab assignment moved to Double-A Binghamton on Saturday.,Knee,,Surgery,Right,2025-05-27
mlb,21,New York Mets,id,Luis Torrens,2,C,Day-To-Day,-150846,2025-05-12T00:17Z,Torrens is out of the lineup for Monday's game against the Nationals.,Groin,,Not Specified,Not Specified,2025-05-13
mlb,21,New York Mets,id,Sean Manaea,15,SP,60-Day-IL,961855,2025-05-09T22:00Z,"Manaea (oblique) played catch from 120 feet Friday and is soon expected to start throwing off a mound, Andrew Tredinnick of The Bergen Record reports.",Oblique,,Strain,Right,2025-06-17
mlb,21,New York Mets,id,Paul Blackburn,15,SP,15-Day-IL,961854,2025-05-09T21:55Z,"Blackburn (knee) will continue his rehab assignment Sunday with Triple-A Syracuse, Andrew Tredinnick of The Bergen Record reports.",Knee,,Inflammation,Right,2025-05-16
mlb,21,New York Mets,id,Frankie Montas,15,SP,60-Day-IL,961293,2025-05-07T01:59Z,"Montas (lat) threw his third bullpen session Tuesday since resuming his throwing program in mid-April, MLB.com reports.",Lat,,Strain,Right,2025-06-01
mlb,21,New York Mets,id,A.J. Minter,0,RP,60-Day-IL,961115,2025-05-06T00:05Z,"Minter will undergo surgery May 12 to repair a torn left lat, Mike Puma of the New York Post reports.",Lat,,Surgery,Left,2026-02-01
mlb,21,New York Mets,id,Jesse Winker,7,LF,10-Day-IL,961111,2025-05-05T23:49Z,"Winker has been diagnosed with a Grade 2 oblique strain and is expected to miss the next 6-to-8 weeks, Abbey Mastracco of the New York Daily News reports.",Oblique,,Strain,Right,2025-06-17
mlb,21,New York Mets,id,Danny Young,0,RP,60-Day-IL,-149436,2025-05-04T14:50Z,The Mets transferred Young (elbow) from the 15-day injured list to the 60-day IL on Sunday.,Elbow,,Surgery,Left,2026-07-01
mlb,21,New York Mets,id,Brooks Raley,0,RP,60-Day-IL,-148871,2025-04-30T22:16Z,"Raley (elbow) signed a one-year contract with the Mets on Friday, Joel Sherman of the New York Post reports.",Elbow,,Surgery,Left,2025-07-01
mlb,21,New York Mets,id,Jose Siri,8,CF,10-Day-IL,958357,2025-04-21T20:41Z,"Mets president of baseball operations David Stearns said Monday that Siri (leg) is expected to be sidelined 8-to-10 weeks, Tim Healey of Newsday reports.",Lower Leg,,Fracture,Left,2025-06-07
mlb,21,New York Mets,id,Yacksel Rios,0,RP,Day-To-Day,-143584,2025-03-30T20:36Z,The Mets reassigned Rios to minor-league camp Sunday.,Undisclosed,,Not Specified,Not Specified,2025-06-01
mlb,21,New York Mets,id,Bryce Montes de Oca,0,RP,Day-To-Day,-143102,2025-03-27T20:32Z,"Montes de Oca underwent a second Tommy John surgery toward the end of last year's minor-league season, Michael Mayer of MetsmerizedOnline.com reports.",Elbow,,Surgery,Right,2026-02-01
mlb,21,New York Mets,id,Adbert Alzolay,0,RP,Day-To-Day,-143070,2025-03-27T20:13Z,"The Mets signed Alzolay to a two-year minor-league contract Friday, Will Sammon of The Athletic reports.",Elbow,,Surgery,Right,2026-02-01
mlb,21,New York Mets,id,Christian Scott,15,SP,60-Day-IL,951040,2025-03-05T18:51Z,"Scott will throw from 45 feet Monday as he continues his recovery from hybrid elbow surgery performed last September, Will Sammon of The Athletic reports.",Elbow,,Surgery,Right,2026-02-01
mlb,21,New York Mets,id,Oliver Ortega,0,RP,Day-To-Day,-139016,2025-03-02T15:26Z,"Ortega (elbow) signed a minor-league contract with the Mets that includes an invitation to spring training Sunday, Jon Morosi of MLB Networkreports.",Elbow,,Surgery,Right,2025-05-13
mlb,21,New York Mets,id,Nick Madrigal,5,3B,60-Day-IL,950597,2025-02-28T14:50Z,"Madrigal will likely miss the entire season after surgery to repair a fractured left shoulder, Tim Healey of Newsday reports.",Shoulder,,Fracture,Left,2026-02-01
mlb,21,New York Mets,id,Drew Smith,0,RP,60-Day-IL,949751,2025-02-15T17:35Z,The Mets placed Smith (elbow) on the 60-day injured list Thursday.,Elbow,,Surgery,Right,2025-09-01
mlb,10,New York Yankees,id,DJ LeMahieu,5,3B,10-Day-IL,962450,2025-05-12T23:51Z,"LeMahieu (calf) is expected to be activated from the 10-day injured list Tuesday and start Wednesday versus the Mariners, Brendan Kuty of The Athletic reports.",Calf,,Strain,Left,2025-05-13
mlb,10,New York Yankees,id,Marcus Stroman,15,SP,15-Day-IL,962233,2025-05-11T20:23Z,"Manager Aaron Boone said Sunday that Stroman (knee) has been experiencing some discomfort after throwing a simulated game Friday, Erik Boland of Newsday reports.",Knee,,Inflammation,Left,2025-06-10
mlb,10,New York Yankees,id,Scott Effross,0,RP,15-Day-IL,962040,2025-05-10T23:28Z,Effross (hamstring) had his rehab assignment transferred to Double-A Somerset on Saturday.,Hamstring,,Strain,Left,2025-05-16
mlb,10,New York Yankees,id,Jonathan Loaisiga,0,RP,15-Day-IL,961509,2025-05-07T20:41Z,"Yankees manager Aaron Boone said Wednesday that Loasiga (elbow) will likely remain on his rehab assignment through May 18, Max Goodman of NJ.com reports.",Elbow,,Surgery,Right,2025-05-20
mlb,10,New York Yankees,id,Giancarlo Stanton,10,DH,60-Day-IL,961387,2025-05-07T06:55Z,"The Yankees haven't ruled out Stanton (elbows) being activated from the 60-day injured list when he's first eligible in late May, Bryan Hoch of MLB.com reports.",Elbow,,Tendinitis,Not Specified,2025-05-24
mlb,10,New York Yankees,id,Spencer Jones,8,CF,Day-To-Day,-149864,2025-05-06T22:15Z,The Yankees reassigned Jones to minor-league camp Tuesday.,Undisclosed,,,,2025-05-14
mlb,10,New York Yankees,id,Gerrit Cole,15,SP,60-Day-IL,961067,2025-05-05T20:08Z,"Cole (elbow) said that he plans to begin a throwing program in August, Pete Caldera of The Bergen Record reports.",Elbow,,Surgery,Right,2026-04-01
